customer_tweet_id,customer_message,support_reply
1973572,"@117153 Hi, I'm currently facing problem in joining a family plan. I have submit my information over and over again but I can't seem",@584477 Hey! Help's here. Can you DM us your account's email address and username? We'll take a look backstage /BD https://t.co/ldFdZRiNAt
1470931,"@SpotifyCares is it really necessary to always have the Waze Maps banner pop up every time I open the app? Even after I press ""X""","@461433 Hey there! We're here to help. Can you let us know what device, operating system, and version of Spotify you're using? /AN"
1811543,@SpotifyCares someone stole my account.,@544260 Hey Joel! The cavalry's here. Could you DM us your account's email address or username? We'll take a look under the hood /KB https://t.co/ldFdZRiNAt
563485,I can’t listen to music when I’m on another app or when I lock my phone??? Pls help @115888,@251937 Hey there! Could you let us know the device/OS you're using? Keep us posted /DF
1869649,@spotifycares please help. Trying to cancel my account. But to no avail. Please help. Thanks,"@558424 Hey Ashleigh, the calvary's here! Could you DM us your account's email address and username? We'll take a look backstage /JX https://t.co/ldFdZRiNAt"
53133,"@SpotifyCares the discover page was basically showing Discover Weekly, Release Radar, New Releases For You and then duplicating the Overview page list","@127973 Thanks for letting us know! Just to check, are you able to see your recommended music after the relaunch? /HR"
327166,@SpotifyCares When are you adding this UI to all songs on Spotify iOS ? https://t.co/ueEzNY4rdj,"@193974 Hi Jack! We don't have any info on this right now, but we'll let the right team know it's something you'd like to see /GT"
504283,@SpotifyCares https://t.co/1Ii9BAEisS,@235573 Hi Emily! Help's here. Could you DM us your account's email address and a screenshot of the email you received? We'll take a look backstage /AU https://t.co/ldFdZRiNAt
2915250,It's 2017. Why can't @115888 let me move my songs on my playlists without making me delete and re-add them?,@806965 Hey there! Can you tell us more about what's happening exactly? Could you also let us know the device/OS and Spotify version you're using? We'll see what we can suggest /AR
2912480,@SpotifyCares Spotify down? 😫 on iphonex/iOS 11.1,"@806237 Hi Karl! Hey. We had a little hiccup earlier, but everything should be running as smooth as Smooth Jazz now 🙂 /LP"
496155,"@SpotifyCares Hi, I just paid for the Premium yearly plan offered to users in Canada ($99 CAD for 12 months) but my account still says I will be charged $9.99 for the month in 2 weeks. What's happening? Thank you!","@233349 Hey Melodie, help's here! Could you shoot us a DM with your account's username and email address? We'll take a look backstage /VK https://t.co/ldFdZRiNAt"
2118738,It irks me to no end that I can't have separate queues on desktop and mobile on @115888. I listen to one playlist while on the go and another at work.,@624407 Hey Andreas! Thanks for your feedback. We'll make sure it's passed on to the right folks. Let us know if we can help with anything else /MU
1009377,"@115888 I'm saving downloaded music to SD card on Android. Bug: If I remove it shortly, even without running Spotify, I lose all downloads.",@358840 Hey. Thanks for letting us know. We suggest turning off your device before removing the SD card to keep it healthy. Hope this helps /QI
884027,@115888 My account's hacked and I've e-mailed you back about the case. Mind taking a quick look? My work day will be bland without you :(,@329930 Hey Bob! We'll help out. Can you DM us your account's email address? We'll take a look under the hood /AN https://t.co/ldFdZRiNAt
2387461,Hey @115888 how do I block/delete the “walk on water song” from this playlist https://t.co/PgceNfyi0E,"@687971 Hi! This isn’t possible right now, but we have more info about this on our Community. Check it out: https://t.co/oGDLtialVI /PL"
911629,@115888 why isn’t Lana Del Rey’s music working?,"@336516 Hey! Don’t worry, we can help. Can you let us know the device/OS you’re using? We'll see what we can suggest /MX"
1041334,"@115888 why isn't Truly, Madly, Deeply or Irresistible by One Direction on spotify???",@366285 Hey there! Can you tell us what country your account is set to? We'll check things out /CH
314797,@115888 where u at with Lay's album #LAY #LAY02SHEEP #HAPPYLAYDAY #SHEEP,"@191163 Hi there, we're here to help! What country is your account set to? We'll take a look backstage /AK"
1742962,"@495080 @SpotifyCares ""Offline mode"" is a joke at this point.",@344443 Hey Jenna! Can you DM us your account's username or email address? We'll take a look backstage /PL https://t.co/ldFdZRiNAt
1766642,"@SpotifyCares and the spotify/hulu ""bundle"" is only good for students?  And doesnt work for those that pay full price?","@210530 Yes, that's right. The Hulu subscription bundles with the student discount. You can find more info at https://t.co/nswbAeBvyv /RV"
2295227,"@SpotifyCares I've been saving songs, but when I go to my library, they aren't showing up. What can I do to fix this???","@666464 Hey Nate, that's not good! Can you DM us your account's email address? We'll take a look backstage /RA https://t.co/ldFdZRiNAt"
1129994,@SpotifyCares It's already cancelled it. I'm going to try @1124,@386320 This doesn't sound good. Can you DM us your account's email address? We'll take a look backstage /NY https://t.co/ldFdZRiNAt
551294,Hello! @SpotifyCares sent a DM about 1 hour ago. When can we expect an answer? Many thanks! I have an anxious 7 year old waiting over here 😅,"@248465 Hey Diane, sorry for the delay! We just replied to your DM. Let's carry on chatting there for the account's security 👍 /RR"
559997,@SpotifyCares I think it's okay. I misread the new payment date because it's in US format,@125753 Alright! Feel free to give us a shout if you have any other questions /JL
1892588,@SpotifyCares was sharing an account w my fiance but upgraded to family plan. Can he transfer his playlists over to his own account?,@564305 Hey Ashley! Can you DM us the usernames and email addresses of the shared account and the new one? We'll see what we can suggest /JL https://t.co/ldFdZRiNAt
2810360,"@115888 @SpotifyCares - Amazing chat interface, great customer service! Really setting the standard for simplicity. Thanks Daniel M",@783742 Hi Nathan. Thanks for the kind words. Glad to have you with us - rock on! Let us know if we can help with anything else. We're... https://t.co/zOXI6a8thO /DN
1930103,"@115888 I signed up for 30 free days, opened app, says welcome to your 7 day free trial? Is it 30 or 7?? Confused!",@574354 Hi Crystal! Can you fire over your account's email address via DM? We'll check under the hood and see what we can suggest /NY https://t.co/ldFdZRiNAt
952922,"@115888 need help with account transfers - no way to find solution with your community, no way to contact you other than Twitter","@346097 Hi Robert, we're here to help. Can you DM us the accounts' email addresses? We'll see what we can do /AC https://t.co/ldFdZRiNAt"
895201,"@SpotifyCares 
Hello, someone entered my account and changed the email with which I am registered. I need to recover my account",@332553 Hey there! We've just sent you a DM 🙂 /AN
525046,Wish @115888 would get its shit together and get more of Beyoncé’s songs on there🙄 especially her album Lemonade 😡,"@241429 Hey! We're working on it, and we hope to have all her music available soon. There's more info here: https://t.co/ODH8pvYX4Z /AP"
2901253,"@SpotifyCares my Spotify keeps stopping. I have already logged out of all my accounts, but it still keeps happening.","@803639 Hey there, help's here! Does logging out, restarting your device, and logging back in help at all? Let us know how it goes /TF"
601858,Hoy @115888 WHY IS DANIEL CAESAR'S SONGS SKIPPING,@262831 Hey there! Can you send us the links to the songs? Just tap the three dots &gt; Share &gt; Copy Link. We'll take a look backstage /PB
960095,"@SpotifyCares This is all that comes up on the desktop version, but on the mobile version I get no error messages. 
https://t.co/RoN8o1BzO2",@347811 Got it. Could you send us a DM with your account's username or email address? We'll take a look backstage /CO https://t.co/ldFdZRiNAt
2001744,@SpotifyCares Need help with my account no longer have same email and cant remember password.,"@591907 Hey Roy, help's here! Could you shoot us a DM with the username and email address associated with your account? We'll take a look /VK https://t.co/ldFdZRiNAt"
2259633,@115888 why you gotta delete my downloaded library like that. Now it’s redownloading the couple thousands of songs I have 🙃,@657980 Hey there! Can you DM us your account's email address? We'll see what we can suggest /RB https://t.co/ldFdZRiNAt
2438695,@SpotifyCares I have now had my account compromised for the 4th time in 2 weeks. Can you please give me an idea on what I am supposed to do? I have changed passwords 3 times and I'm still having all my saved music deleted and someone listening on a tablet somewhere...,"@699492 Hi Andy! Not to worry, let's get this sorted. Could you DM us your account's username/email address? We'll see what's going on /PY"
1811157,Can't turn volume down or up on the new iOS with locked screen ?! @115888 @SpotifyCares,"@544140 Hey, help's here! Can you fire over the device's make/model and the Spotify version you're using? We'll see what we can suggest /JS"
1049688,"@SpotifyCares when people I invite to premium for family accept their invite there is no prefilled token, just a standard login screen, what is wrong?",@368087 Hey Richard! Could you ask them to log in first? This is for the system to know which account to add to the Family plan. Keep us posted /JE
998484,@SpotifyCares I’m trying to get Hulu from my student premium acct but it says I still have a free acct. helps.,@356434 Hey there! Can you DM us your account's email address? We'll take a look /RB https://t.co/ldFdZRiNAt
1175710,"@SpotifyCares I'm having this same issue. I've had to reinstall the app once already, and its occuring again. Problem is I have to re d/l songs everytime","@396564 Hi Graham, help's here! Check out the steps under “Downloads unexpectedly removed” at https://t.co/38J7tFlIBF. Any better? /JP"
1391750,"I wish @115888 had a block option.  I never want a taylor swift, hiss golden messenger or Chris brown to show up on a playlist ever again","@443690 Hey Julia, we can see how that’d be useful! You can vote for the official idea here: https://t.co/hlXvRg5Zog. Stay awesome /KL"
551318,"@SpotifyCares Would you be able to get some more video game soundtracks on Spotify? With how huge video games are, I am sure tons of people would love to just listen to some of the soundtracks!","@248475 Hey there! We’d love to have all the world's music available to you, but we have some info about content here: https://t.co/1dgftcFtzc. Hope this helps /LP"
2754895,@SpotifyCares why can I not update my payment information due to card number change?,"@771094 Hi Shawn, help's here! Can you send us a DM with your account's username and email address? We'll take a look backstage /AV https://t.co/ldFdZRiNAt"
2016692,"Hello, I can’t login to my Spotify account because my Facebook book account has been deactivated. Can you please help? @SpotifyCares",@596384 Hey there! Help's here. Can you DM us your account's email address or username? We'll see what we can suggest /PB https://t.co/ldFdZRiNAt
1834451,@116380 @115888 can you be more enlightening than @116380,@550228 @116380 Hey Jessica! Could you DM us your account's email address? We'll check it out backstage /L https://t.co/ldFdZRiNAt
113862,"@SpotifyCares That worked, tack så mycket !","@141291 Awesome, that's what we like to hear! If you need help with anything else, just give us a shout. Otherwise, have a... https://t.co/FQulrDtFky 😉 /GU"
1752903,@SpotifyCares yall some snakes. where my presale code @?,"@528046 Hey, help's here! Just to make sure. which artist are you referring to? We'll take a look backstage /SJ"
1607070,@SpotifyCares virgin,"@493646 Just send us those details, and we'll see what we can suggest /RB"
106310,@SpotifyCares Still does not help.,@139555 Thanks for letting us know. Are you getting any specific error messages while using the web player? A screenshot of what you're seeing would be helpful /CE
2575459,@SpotifyCares My premium account has suddenly become a Free in despite having paid for it just 20 days ago. User name: ronancremin. Can you fix this?,"@730312 Hey, help's here! Could you delete your tweet since it contains your personal info? DM us back &amp; we'll help you out there. On another note, we can see that your account is still on Premium. Does logging out &gt; restarting the device &gt; logging back in help? Keep us posted /JQ https://t.co/ldFdZR1cbT"
1812312,"@115888  
My Premium was suddenly kicked out
My id __email__
Sponsor id Didi_0819 Please solve as soon as possible",@544469 Hey! We'd suggest deleting your previous tweet as it contains your email address. Can you DM it to us instead using the link below? /NQ https://t.co/ldFdZRiNAt
904054,@148611 Give me some Young Thug and Future,@334623 Hi! It seems like we've got those 2 available on Spotify. Are you looking for any particular track from these artists? /GK
2183117,@SpotifyCares for the third time this month all my downloaded music has been removed in the offline modus... im the only one on my account with one device connected to it. this is getting to be really frustrating,@639489 Hi Jonah! Sorry to hear that. Check out the steps under “Downloads unexpectedly removed” at https://t.co/38J7tFlIBF. Keep us posted /NH
2595648,@SpotifyCares hello. I have a $10 charge on my card even though I have an active student account which is $5 a month. Why?,@734959 Hey Erik! Can you DM us your account's email address or username? We'll take a look backstage /RH https://t.co/ldFdZRiNAt
937558,@SpotifyCares more locks screen options on Samsung Gs8. Like a full screen album art and controls being the first thing when awake phone.,@342253 We hear you 🎧 Rest assured your feedback will be passed on to the right folks /DF
2924059,@SpotifyCares Will do. Thank you.,@809148 You're welcome! Let us know if you need anything else /NS
1238320,@SpotifyCares I highly doubt it's the connection,@410465 Alright. Can you DM us your email address? We'll take a look backstage /DV https://t.co/ldFdZRiNAt
2211025,@115888 @117168 any chance of a Spotify application for the Nintendo Switch? The PS4 and Xbox One have it now the Nintendo Switch needs it! :D,"@646246 Hi! We don't have any info on this right now, but you can also vote for the official idea here: https://t.co/mkQ919Yh0d /RB"
1698944,"@SpotifyCares hi! My monthly payment was declined because my credit card was locked, it is unlocked now can you process that for me",@515261 Hi there! Can you DM us your account's email address or username? We'll take a look backstage /NQ https://t.co/ldFdZRiNAt
1509483,@SpotifyCares Many thanks,"@470370 No worries! If you ever need us again, we'd be... https://t.co/LgAM6ky9Vv 🙂 /MU"
915356,Hey @115888 @SpotifyCares I can't find catching villains? Please assist,"@337342 Hey there, we’ll have it available to you as soon as it’s available to us! For now, check https://t.co/0i8GpimuDa /SY"
902386,@SpotifyCares I cam search the songs itself but it doesn't show on new releases,"@334232 Not all new songs appear under New Releases, but we'll make sure to pass on your feedback to the right folks /RB"
1935561,"@SpotifyCares Galaxy A3 2016, android 6.0.1. Spotify version attached https://t.co/C7wdywLepk","@575831 Cool! Can you remember the exact time &amp; date this first happened? Also, were you in offline or online mode when your songs disappeared? /NY"
957749,got7’s newest album on @115888 please🙏🏼😭,@347248 We hear you 🎧 Rest assured your feedback will be passed on to the right folks /DF
2600305,"Miksei @115888 :ssä enää pysty kuuntelemaan toistolla valittua biisiä Miksi yhtäkkiä soi Metallica,kun oon valinnut Queenin @SpotifyCares ?","@736079 Hey there! We don't offer support in Finnish, but we can help you out in English. If you want to continue here, can you give us more info on what's happening? We'll see what we can do /NS"
977965,@115888 please give me an option to block artists or songs so they don’t show up in searches or suggestions or curated playlists thanks ily,"@351933 We hear you 🎧 Rest assured, your feedback will be passed on to the right folks /MT"
1872131,@SpotifyCares y’alls system for management is crap I got charged for our family plan I expect my family to be able to listen. Fix ur system,"@559046 Hey there! Don't worry, we're here to help. Can you DM us your account's email address or username? We'll take a look backstage /MT https://t.co/ldFdZRiNAt"
780949,". @115888 it's 2017, add an easily accessible sleep timer to your damn app already. Sincerely, every user. #SleepSpotifySleep #UpAllNight",@306449 Hey! A sleep timer is a great idea. Help make it happen by adding support here: https://t.co/pMmX7wXq24 /NQ
725753,How do y'all STILL not have Hov's album lol @115888,"@293849 Hey there! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: https://t.co/0i8GpimuDa /MQ"
1591705,i wish @115888 had a way to tell me what my most listened to songs are,@489293 Hey! We hear you. Your feedback has been noted and passed onto the team /NQ
1521694,@115888 full lyrics for songs on the app please,@472974 @115888 1: Hey there! Lyrics is currently unavailable as we're making some big improvements to the feature...
1048996,my name couldn't be confirmed for spotify student but i still got charged. when do i get my money back? @SpotifyCares,@367916 Hey there! Can you DM us your account's email address and username? We'll take a look backstage /SU https://t.co/ldFdZRiNAt
1958577,@SpotifyCares I was charged $9.99 even though I have a student discount linked with Hulu,"@581056 Hey Emily, helps here! Could you DM us your account's username and email address? We'll take a look backstage for you /BX https://t.co/ldFdZRiNAt"
2299789,@SpotifyCares It’s sputtering and refuses to load immediately. Now I can’t even log in right away. Have to quit the app a few times. Having this trouble on PC and Mac.,"@594581 Got it, best thing to try here is a reinstall. Just follow the steps at https://t.co/EqisDMwZAT. Let us know how it goes /TB"
2043249,@SpotifyCares I am trying to purchase a 1 year premium subscription to gift to a friend but it keeps getting declined - possible to help?,"@604227 Hey, help's here! Are you getting any error messages? A screenshot will be handy. Make sure that your payment info is not shown in full /CO"
1264079,"@SpotifyCares I have no idea ? I just open the app, go to my playlist  and hit shuffle on my drive to work. Not sure what spotify connect is",@416018 Got it. We’ve recently made some improvements to our shuffle algorithm. We’d love to hear your feedback here: https://t.co/T3vZnSL3od /AY
2358983,"Well done @115888 you've logged me out of the Android app while it was set to offline. Now I can't log back in, no matter how often I hit the provided ""connect"" button.. 🤦",@681290 Hi Stef! Can you send us a DM with your username or email address? We'll take a look backstage /HR https://t.co/ldFdZRiNAt
1113678,@SpotifyCares Plenty of notes with you from several conversations. Search under davobob,@382841 We're afraid we can't access your previous conversations with us. Can you refresh our memory over DM? /DR https://t.co/ldFdZRiNAt
1356639,@436311 @115888 Wait how is this even possible @SpotifyCares? https://t.co/f4IlStebff,@436310 Hey there. Can you DM us your account's email address? We'll take a look under the hood /QI https://t.co/ldFdZRiNAt
2627944,I'm leaving for a 3hr class in 30 minutes. I need Red Velvet's new album 'Perfect Velvet' on Spotify soon so I can listen to it on my way there. Please 🙏 @SpotifyCares,"@742230 Hey there! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: https://t.co/0i8GpimuDa 🙂 /JI"
226183,@SpotifyCares https://t.co/wVtZdn0n4M this is the one it keeps playing/ is pointing to,@169998 Thanks for the link. We checked on our end and the correct versions play fine. Can you DM us your account's username or email address? /AP https://t.co/ldFdZRiNAt
1340976,@SpotifyCares Majid Jordan’s “The Space Between” and Big KRIT’s “4Eva is a Might Long Day”,"@432782 Thanks! We’d love to have all of their stuff available, but we have some info about content here: https://t.co/0i8GpimuDa /GU"
6488,@117153 @SpotifyCares I'm having the same issue. Help?,"@568965 Hey Cody, help's here! Can you DM us your account's email address? We'll figure out what's going on backstage /RR https://t.co/ldFdZRiNAt"
1974577,"@SpotifyCares I did, just wondering if there is a way to speed up this process",@584752 1: Hmm. Can you send us the Spotify URIs of your new release and artist page? Just right-click the track or artist page &gt; Share &gt; URI. If...
1154169,"@SpotifyCares Thank you. My apologies for being rough, it just really messed up my flow","@391543 No worries! If you have anything else in mind, we're just a tweet away. https://t.co/m4HWSbgHVZ 🙂 /RH"
2073794,@SpotifyCares hey I've moved abroad and my account has stopped working &amp; I can't make a new one as I only have one email what can I do?,"@613359 Hi there! Can you DM us your account's email address or username, and the country you're currently located in? We'll take a look /NQ https://t.co/ldFdZRiNAt"
704798,@SpotifyCares I just updated my payment info why did it charge my card twice for my student account😪,"@288447 Hey there, that's not cool! Could you shoot us a DM with your account's username and email address? We'll take a look backstage /VK https://t.co/ldFdZRiNAt"
79394,"@spotifycares I missed the email telling me I need to confirm my home address for spotify family, and now it won't let me join up again.","@133622 Hey there, we've come to the rescue! Could you DM us your account's username or email address? We'll check behind the scenes /RE https://t.co/ldFdZRiNAt"
2033062,"@SpotifyCares Hi, what's the criteria behind the sorting of a playlist when opened via link? Can I modify that? Thanks in advance!","@601170 Hey Felipe! Just to confirm, are you opening the link in your mobile app, desktop app, or web player? We'll see what we can suggest /JP"
2710071,@116130 @SpotifyCares @118062 when will ‘reputation’ be on Spotify!?😫😍,"@760982 Hi! ""Taylor Swift's 'Reputation' isn't available to stream just yet! For now, check out the singles: https://t.co/3h0TnPWP0c. We’ll have it available to you as soon as it’s available to us! /BE"
1412663,@SpotifyCares Eek yes!! It won’t show up on my Spotify app though!?,@448283 Hmm. Can you DM us your account's username or email address? We'll take a look under the hood /JS https://t.co/ldFdZRiNAt
2335104,"@SpotifyCares Hey there, can you guys possibly help with an error i'm receiving when trying to activate my hulu student package?",@675695 Hi there! We've sent a DM your way. Let's carry on chatting there /RK
2769852,@SpotifyCares I would appreciate if you could answer my dm,@774375 Hey. Sorry for the delay in response. We've sent a bit more info via DM. Check your inbox /AY
1849492,"@117153 Arctic Monkeys aren't playing at all on my spotify premium. ""This song is not available..."" message. This a widespread issue?","@553756 Hey Jeez! Does logging out, restarting your device, and logging back in help at all? Keep us posted /TF"
1624631,Okay FUCK the @115888 premium ads that have traffic or random sound effects in the beginning. I HAVE HEADPHONES IN THIS ISNT FUN,"@497582 Sorry, we didn't mean to scare you! We'll pass your feedback on to our Ads team /KL"
199124,"@SpotifyCares I am unable to use Unidays as I am studying the ACCA qualification. I have a validated NUS, is there nothing I can do? Thanks","@162923 In that case, we'd recommend reaching out to UNiDAYS regarding this, They might be able to help you set up your UNiDAYS account /ME"
919303,"Hi @115888 ! A member of my family can't receive the email invitation... (he connects with his Facebook account)
Can you help me plz ?","@338236 Hi, help's arrived! Can you DM us both of your accounts' email addresses? We'll take a look backstage /DV https://t.co/ldFdZRiNAt"
1909883,@SpotifyCares can someone help me add family members to our family plan? Sent the invite and still not working.,"@407739 Hi, help's here! Could you DM us your username, email, &amp; the usernames &amp; emails for the members you're trying to invite? Keep us posted /JQ https://t.co/ldFdZRiNAt"
1831394,@SpotifyCares I literally downloaded Spotify just to be able to listen to majid Jordan albums what the hell is this &amp; I didn't get a code,@549519 Hey there! We’re afraid the codes are unique and sent to those who listen to Majid the most on Spotify. We'll pass on your feedback /RV
1851713,@SpotifyCares iOS 10.2,"@554225 Got it. Just to check, are you also getting the same Shuffle issue on other devices? /KB"
458080,@SpotifyCares My credit card is being used to charge a monthly subscription with out my permission. Please contact me ASAP! this is fraud!,"@223754 Hi Juan! Help's here. To help us find your Premium account, could you DM us any usernames or email addresses that we could search with? We'll have a look under the hood 🔍 /DD https://t.co/ldFdZRiNAt"
2729361,@SpotifyCares whats the best way to report incorrect information/artists on spotify? @/DM you or something else??,"@407994 Hey there, you've reached the right place! Could you DM us the URI of the artist that has the incorrect information, along with a quick description of what's happening exactly? We'll check backstage /GK"
2653170,Can someone tell me why Freaks and Geeks by Gambino is not on spotify ???,@748233 Hey there! Can you let us know which country your account is set to? We'll have this checked for you /DD
2920676,DAMMIT @115888 FIX YOURSELF MF I NEED MUSIC https://t.co/cem4WZyTJ4,@808338 Hey there! Everything should be running smoothly now. Let us know if you're still getting issues /GS
2080979,"@SpotifyCares Hi spotify, this album says it has 9 songs but there's only 2? Are you able to fix this at all? https://t.co/PR3AweSKBp","@615393 1: Hey! We can confirm there are 9 tracks in Dig Deep. If you'd like, you can enable your ""Show unavailable songs in playlists"" setting."
189862,@115888 Ayy what about military?,"@210851 Hey Kodah! Currently, this isn't something we offer. Show your support at https://t.co/IRAyVa0e9m to see this in the future /SU"
1947954,@SpotifyCares I know but it’s such a bummer! So many people switching to Apple Music; I’m thinking too. The watch is a BIG deal; Spotify needs to realize.,"@578796 2:  we've passed your comments on. If you need a hand with anything else, let us know /SC"
231004,@SpotifyCares I’m on iOS 11.0.1 and Spotify version 8.4.20.535. Thanks,@170999 Thanks. Try restarting your phone by holding Home + Lock for 10 seconds. Does that help? /RS
2293046,"@SpotifyCares Help, my daughter wants to cancer her Spotify Premium before 5 pm tomorrow but has forgotten password to account AND cannot access the relevant email account in order to reset her password.. can you help us !",@665891 Hi Judy! We're sad to hear she's letting go of her subscription. Can you DM us her account's username or email? We'll see what we can do /YM https://t.co/ldFdZRiNAt
1099429,Hey @115888 any sign of #HiRes streams on the horizon? #IllKeepAsking,"@379441 We don't have any info on this right now, but you can show your support for Lossless streaming by voting here: https://t.co/jA0OzJ0OO3 /TB"
2639852,@SpotifyCares Thanks to your excellent support agent (Shirley D!) I’ve already been taken care of. Thanks for the concern @SpotifyCares my account is returned and restored!,@744995 Great! Glad to hear you got your account back. Now let's... https://t.co/flUnoJ2P8u. We'll also be sure to let her know. Give us a shout if you have questions /XF
2790789,What's happening to @116130 @SpotifyCares - All of a sudden I have a 'Free Account' and when I try to access the website I get: 503 Service Unavailable,"@710753 Hey! Don't worry, we're on it. Our developers are looking into this. Hopefully we'll have a fix soon. On the other hand, can you DM us your account's email address/username? We'll take a look backstage /GT https://t.co/ldFdZRiNAt"
1814855,hi @SpotifyCares you've overcharged me AGAIN! please DM me to sort this out,"@545192 Hi Rebecca. Don't worry, help's here. Can you DM us your username or email address so we can take a look? /JU https://t.co/ldFdZRiNAt"
660578,@SpotifyCares hello spotify! this album https://t.co/xWAmUZ06YK should be placed under this artist https://t.co/IhEVlVOTiN although its the right artist but they should be placed together not separately.,"@277360 Hey, thanks. We'll get this reported. Great detective work! https://t.co/LpsmyUtme0 /RH"
910860,"@SpotifyCares 
Payed for 1 year of premium but says my account is free the money has been taken out my account",@336332 Hi! We've just replied to your DM. We'll carry on helping there /MQ
2251467,WHY ISNT REPUTATION ON SPOTIFY?!?! @115888,"@655891 Hi! Taylor Swift's 'Reputation' isn't available to stream just yet – stay tuned! For now, check out the singles: https://t.co/3h0TnPWP0c /NH"
1158640,@SpotifyCares We don't have unlimited data thanks to the big 3 @10693 @15093 @42.,"@392556 Alright. Could you let us know if there are any cache-clearing apps on your phone? Also, what's your phone's Spotify version? /DV"
2040163,Can't log in and don't have time to navigate that nightmare of a help center to find a point of external communication @188 WYA? https://t.co/Ym3HHcdCpA,@532309 Hey Alice! We're here to help. Can you DM us your account's email address? We'll take a look under the hood /AN https://t.co/ldFdZRiNAt
2275457,HOYYY BAT WALA SA @115888 YUNG FULL ALBUM NG REPUTATIONNNNN!!! ARGHHHHH QIQIL NIYO KO HAAAA,"@661827 Hey! We don't currently offer Filipino support, but we can help out in English via Twitter. Is that cool with you? /DR"
2913771,@SpotifyCares Okay! Thanks 🙏🏼,@806592 You're welcome. Take care! 😁 /NS
1665763,Hi @SpotifyCares I've searched community site but no one has posted about this error I get while trying to play downloaded playlist on my PC https://t.co/iUFrBHEvBw,"@210836 Hey, help's here! Could you DM us your username and email address? We'll take a look backstage /ND https://t.co/ldFdZRiNAt"
565411,"@115888 i can't loggin into my account. I can't recover my password either (see error bellow) i'm a premium member an i can't use the service, please help. https://t.co/BDj4calPZ4",@252501 Hi there! Can you DM us your account's email address? We'll take a look backstage /NQ https://t.co/ldFdZRiNAt
1784956,@SpotifyCares Thanks! I’ll keep listening!,@536291 Sounds good! Let us know if you need anything else. We'll be right here 💚 /RV
557261,"@SpotifyCares Hi SC, had some log-in issues. Changed my password and lost 4 years of cherished playlists. Help me.",@250121 Hey Sam! Can you fire over your account's username or email address via DM? We'll get you back in the groove /TK https://t.co/ldFdZRiNAt
2516169,@SpotifyCares Apple Music and Podcast app work fine,@716782 Okay. When did this start to happen? Is it after a specific app update? /LO
1682037,@117153 it's down right now. Tried different browsers and cleared cookies. Restarted PC too and nothing. Same on phone.,@511350 Hey there. Can you let us know what's exactly happening? We'll see what we can suggest /PC
1841651,@SpotifyCares I Was On This Loading Screen From Since 10:40 PM https://t.co/VxMRc8GFqG,@341807 We'd suggest deleting your most recent tweet as it contains your personal info. Can you DM it to us instead? We'll be waiting /CH https://t.co/ldFdZRiNAt
1832811,@115888 your shuffle algorithm sucks please stop this madness and just shuffle my dang songs,@549882 Hey Colin! We’ve recently made some improvements to our shuffle algorithm. We’d love to hear your feedback here: https://t.co/T3vZnSL3od /AN
1814610,@115888 @SpotifyCares,@545119 Hi Ryan! Can you let us know the device you're using along with the Android and Spotify versions you have installed? We'll be right here /MT
669353,"@115888  I reset my iPhone with iOS 11.1.2 and when I downloaded fresh Spotify app tried to log in, nothing happened when I hit the ‘log in’ or ‘create account’ button. Before it worked just fine. I have premium account and paying for it. Please provide solution.",@279623 Hey there! Can you DM us your account's email address? We'll take a look /RB https://t.co/ldFdZRiNAt
637769,"@117153 I did not have my membership I paid for the money, but it was not premium","@271227 Hey, that's not cool! Can you shoot us a DM with your account's username or email address? We'll see what's happening backstage /JM https://t.co/ldFdZRiNAt"
2565913,"I really up'ed my @115888 game this year.  I can't wait to see what my ""Your Top Songs of 2017"" will be!  When does that playlist generate? @SpotifyCares","@727940 Hey there! We don't have any info on this right now, but we'll be sure to let the right team know it's something you're excited to see 🙂 /JI"
203126,"@SpotifyCares I had a university subscription, the payment was canceled last week for lack of money.
—",@164067 Got it. Can you DM us your account's email and username? We'll take a look backstage /ND https://t.co/ldFdZRiNAt
916061,"Hello, @SpotifyCares. I have been trying to create one of your free accounts but it does not work - I have tried it on two devices.Both ways https://t.co/780G4AfLCC",@337499 Hi Anna! Can you let us know what country you're currently in? We'll see what we can suggest /DR
2580711,"@SpotifyCares I checked them once, then i checked them twice, oh.","@731458 Nice! Hopefully, you can just... https://t.co/qjh43EJcYs 😉 /VK"
2110151,@SpotifyCares I tried to fill out that form and it kept rejecting the information I included. I have no idea why. I’ve given you both the artist page and the nature of the problem. Why isn’t that enough?!,"@622514 1: Got it! Sometimes the data stored in your browser can cause issues, but we can work around this by using a..."
199110,"@SpotifyCares Just on that first one, what is this insanity?! Is it creating a new device every time I try to download? (I only have 1 Android phone) https://t.co/wLVV4DnJjq",@162919 Reasons for that are varied. We suggest clearing your offline devices &amp; reinstalling before redownloading your tunes. Hope this helps /AY
783051,@SpotifyCares Sorry here: https://t.co/p5037LzZkx,"@306911 We have some info to share with you in private. Just fire over a DM, and we'll carry on chatting there /MT https://t.co/ldFdZRiNAt"
1358967,@436838 @115888 Now if we just add this song to todays top hits @SpotifyCares,"@205426 Hey there! Our Curation team is independent, but we’ll make sure to let them know your thoughts on this /GK"
929699,@SpotifyCares Typo in this song title: https://t.co/QJaxtdlFxy,@340579 Hi there! Thanks for the heads up. We'll get this reported. Great detective work. https://t.co/LpsmyUtme0 /AU
